Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2014","2014","t","2779652.69","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2015","2015","t","2690617.34","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2016","2016","t","2693779.11","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2017","2017","t","3086476.11","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2018","2018","t","3086140.66","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2019","2019","t","3419407.11","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2020","2020","t","3117311.26","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2021","2021","t","3593830.28","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2022","2022","t","3858581.66","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2023","2023","t","3410168.03","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1961","1961","t","978170","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1962","1962","t","1101167","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1963","1963","t","999208","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1964","1964","t","1231968","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1965","1965","t","1105725","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1966","1966","t","1185298","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1967","1967","t","1249648","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1968","1968","t","1341793","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1969","1969","t","1359254","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1970","1970","t","1347171","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1971","1971","t","1661609","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1972","1972","t","1662476","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1973","1973","t","1917966","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1974","1974","t","1871550","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1975","1975","t","2318863","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1976","1976","t","1807027","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1977","1977","t","2234175","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1978","1978","t","2165865","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1979","1979","t","2052608","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1980","1980","t","2375507","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1981","1981","t","2828995","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1982","1982","t","2771293","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1983","1983","t","2693678","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1984","1984","t","2837198","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1985","1985","t","3135364","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1986","1986","t","2864251","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1987","1987","t","3346078","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1988","1988","t","3079843","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1989","1989","t","2980639","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1990","1990","t","2952827","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1991","1991","t","3255932.16","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1992","1992","t","3419067.14","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1993","1993","t","3435654.17","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1994","1994","t","3638417.58","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1995","1995","t","3784547.93","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1996","1996","t","4101491.93","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1997","1997","t","4395521.92","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1998","1998","t","4352257.15","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1999","1999","t","4542340.97","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2000","2000","t","5060071.69","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2001","2001","t","5613176.02","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2002","2002","t","5732413.03","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2003","2003","t","5816814.5","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2004","2004","t","5832986.57","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2005","2005","t","6058182.66","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2006","2006","t","6080432.44","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2007","2007","t","6023270.57","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2008","2008","t","6007057.5","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2009","2009","t","6008020.43","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2010","2010","t","5694652.54","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2011","2011","t","6757204.34","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2012","2012","t","6604347.39","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2013","2013","t","6585343.98","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2014","2014","t","6058980.34","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2015","2015","t","6969978.89","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2016","2016","t","7290256.73","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2017","2017","t","7380669.92","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2018","2018","t","8039307.99","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2019","2019","t","8128229.72","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2020","2020","t","7950951.95","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2021","2021","t","8893530.06","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2022","2022","t","9508363.98","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2023","2023","t","9705484.61","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1961","1961","t","8768532","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1962","1962","t","9935079","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1963","1963","t","8761383","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1964","1964","t","8262862","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1965","1965","t","10166660","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1966","1966","t","11300764","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1967","1967","t","13622714","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1968","1968","t","11561357","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1969","1969","t","14066847","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1970","1970","t","14096108","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1971","1971","t","14898035","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1972","1972","t","15278967","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1973","1973","t","17959842","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1974","1974","t","18329655","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1975","1975","t","19701616","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1976","1976","t","21119136","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1977","1977","t","21557897","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1978","1978","t","21306898","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1979","1979","t","21647322","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1980","1980","t","26569675","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1981","1981","t","25900159","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1982","1982","t","23779981","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1983","1983","t","25631770","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1984","1984","t","24165892","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1985","1985","t","25124437","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1986","1986","t","24996035","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1987","1987","t","26797857","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1988","1988","t","28098992","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1989","1989","t","31576477","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1990","1990","t","30034616","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1991","1991","t","31810968.1","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1992","1992","t","33748730.64","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1993","1993","t","35196799.67","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1994","1994","t","33600005.91","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1995","1995","t","37563175","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1996","1996","t","38931702.38","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1997","1997","t","42930800.11","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1998","1998","t","40741941.7","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1999","1999","t","39390514.46","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2000","2000","t","41302604.26","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2001","2001","t","36693194.49","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2002","2002","t","37743476.63","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2003","2003","t","35294154.99","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2004","2004","t","38361324.05","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2005","2005","t","34737310.94","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2006","2006","t","34948540.66","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2007","2007","t","34311560.89","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2008","2008","t","36216287.15","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2009","2009","t","34586006.09","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2010","2010","t","34260299.85","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2011","2011","t","36644732.07","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2012","2012","t","34432480.05","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2013","2013","t","33754652.22","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2014","2014","t","32008609.14","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2015","2015","t","31717674.89","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2016","2016","t","31736764.91","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2017","2017","t","31336942.04","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2018","2018","t","29522759.01","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2019","2019","t","31286166.64","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2020","2020","t","30687689.08","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2021","2021","t","29654761.44","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2022","2022","t","29988449.27","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2023","2023","t","29852417.94","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1961","1961","t","70990","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1962","1962","t","90192","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1963","1963","t","91727","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1964","1964","t","102548","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1965","1965","t","95784","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1966","1966","t","119112","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1967","1967","t","114272","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1968","1968","t","118676","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1969","1969","t","95640","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1970","1970","t","99130","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1971","1971","t","106112","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1972","1972","t","100808","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1973","1973","t","119323","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1974","1974","t","104313","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1975","1975","t","112327","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1976","1976","t","127208","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1977","1977","t","120419","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1978","1978","t","115579","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1979","1979","t","119375","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1980","1980","t","49081","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1981","1981","t","48506","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1982","1982","t","43922","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1983","1983","t","47955","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1984","1984","t","44398","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1985","1985","t","87764","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1986","1986","t","147381","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1987","1987","t","185745","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1988","1988","t","213211","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1989","1989","t","125291","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1990","1990","t","166647","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1991","1991","t","132778.25","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1992","1992","t","84529.52","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1993","1993","t","66156.41","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1994","1994","t","68132.06","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1995","1995","t","63635.61","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1996","1996","t","71802.04","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1997","1997","t","121301.69","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1998","1998","t","80391.21","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","1999","1999","t","750989.66","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2000","2000","t","780956.15","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2001","2001","t","833069","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2002","2002","t","877568.69","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2003","2003","t","924737","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2004","2004","t","960649","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2005","2005","t","972088.65","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2006","2006","t","955439.48","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2007","2007","t","1055057.67","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2008","2008","t","1065358.03","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2009","2009","t","977732.48","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2010","2010","t","839481.62","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2011","2011","t","817239.78","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2012","2012","t","955568.74","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2013","2013","t","1025460.97","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2014","2014","t","1043640.99","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2015","2015","t","1031689.32","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2016","2016","t","1124882.77","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2017","2017","t","1031987.42","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2018","2018","t","1083502.72","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2019","2019","t","1065457.59","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","1054864.48","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2021","2021","t","500253.08","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","495977.54","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01329","Other citrus fruit, n.e.c.","2023","2023","t","495502.08","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1961","1961","t","1809984","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1962","1962","t","1810370","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1963","1963","t","1517020","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1964","1964","t","1480963","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1965","1965","t","1788493","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1966","1966","t","2004344","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1967","1967","t","2342844","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1968","1968","t","1893737","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1969","1969","t","2329423","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1970","1970","t","2346918","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1971","1971","t","2627623","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1972","1972","t","2758584","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1973","1973","t","2859677","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1974","1974","t","2908417","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1975","1975","t","2757942","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1976","1976","t","3098854","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1977","1977","t","3316985","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1978","1978","t","3271770","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1979","1979","t","3026195","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1980","1980","t","3455232","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1981","1981","t","3309281","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1982","1982","t","3393881","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1983","1983","t","2938606","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1984","1984","t","2684730","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1985","1985","t","2835215","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1986","1986","t","2931480","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01321","Pomelos and grapefruits","1987","1987","t","3184354","A","Official figure",""
